# laser 3 log-file
# log-file start-timestamp: 07.11.2011, 20:18
# Timebase	Jitter [MHz]	setpoint [MHz]	rel. Frequency [MHz]	dev. from setpoint [MHz]	in range? [1/0]	upper bound [MHz]	lower bound [MHz]
443783489	0.175039	0	1.138095	1.138095	1	2.000000	-2.000000
443784808	0.122581	0	0.816922	0.816922	1	2.000000	-2.000000
443786238	0.131146	0	0.923979	0.923979	1	2.000000	-2.000000
443787613	0.259193	0	0.755206	0.755206	1	2.000000	-2.000000
443788988	0.220004	0	1.031037	1.031037	1	2.000000	-2.000000
443790431	0.175001	0	1.061828	1.061828	1	2.000000	-2.000000
443792618	0.207157	0	1.084566	1.084566	1	2.000000	-2.000000
443794048	0.108664	0	0.977508	0.977508	1	2.000000	-2.000000
443795492	0.393351	0	0.954793	0.954793	1	2.000000	-2.000000
443796871	0.214651	0	0.870451	0.870451	1	2.000000	-2.000000
443798181	0.294944	0	0.870451	0.870451	1	2.000000	-2.000000
443799575	0.256882	0	0.954793	0.954793	1	2.000000	-2.000000
443800924	0.332950	0	1.138095	1.138095	1	2.000000	-2.000000
443802255	0.354361	0	0.816922	0.816922	1	2.000000	-2.000000
443803729	0.214209	0	1.022968	1.022968	1	2.000000	-2.000000
443805104	0.339373	0	1.512797	1.512797	1	2.000000	-2.000000
443806479	0.222680	0	1.405739	1.405739	1	2.000000	-2.000000
443807934	0.198592	0	1.405739	1.405739	1	2.000000	-2.000000
443810728	0.164334	0	1.084566	1.084566	1	2.000000	-2.000000
443812309	0.145063	0	0.923979	0.923979	1	2.000000	-2.000000
443813684	0.169151	0	0.816922	0.816922	1	2.000000	-2.000000
443815059	0.133287	0	1.138095	1.138095	1	2.000000	-2.000000
443816408	0.171292	0	0.977508	0.977508	1	2.000000	-2.000000
443818525	0.123625	0	0.633690	0.633690	1	2.000000	-2.000000
443819845	0.118273	0	0.847759	0.847759	1	2.000000	-2.000000
443821220	0.404590	0	0.901276	0.901276	1	2.000000	-2.000000
